major_area_code,minor_bay_code,station_code,completion_dttm,start_temperature_num,start_salinity_num,start_dissolved_oxygen_num,start_turbidity_num,start_shallow_water_depth_num,start_deep_water_depth_num,y,x,elapsed_time,catch,mean_length,catch_per_hour,species_code
1,700,117,22FEB2006:16:48:00.000,12.8,9.0,10.3,12,2.1,2.1,29.8425,-93.85694444,0.167000,0,,0,9605
1,700,119,22FEB2006:17:19:00.000,12.9,8.4,10.5,15,2.1,2.1,29.843611111,-93.82472222,0.167000,4,106,23.952095808,9605
1,700,36,01MAR2006:11:34:00.000,17.4,9.5,9.5,9,1.5,1.5,29.970833333,-93.77555556,0.167000,4,139.25,23.952095808,9605
1,700,89,01MAR2006:10:25:00.000,16.4,10.8,8.6,12,1.8,1.8,29.874722222,-93.85472222,0.167000,4,166.5,23.952095808,9605
1,700,94,01MAR2006:12:35:00.000,16.7,9.8,9.7,7,1.5,1.5,29.876388889,-93.77972222,0.167000,1,18,5.9880239521,9605
1,700,103,28MAR2006:09:53:00.000,17.7,11.7,8.2,12,2.1,2.1,29.857777778,-93.85361111,0.167000,0,,0,9605
1,700,103,01MAR2006:09:52:00.000,16.4,10.4,8.7,13,2.1,2.1,29.855833333,-93.86138889,0.167000,2,152.5,11.976047904,9605
1,700,133,01MAR2006:13:17:00.000,18.2,11.0,9.2,8,0.9,0.9,29.826944444,-93.82638889,0.167000,2,145,11.976047904,9605
1,700,77,16MAR2006:10:47:00.000,18.2,16.5,7.9,22,1.8,1.8,29.893055556,-93.87638889,0.167000,6,139.5,35.928143713,9605
1,700,145,20MAR2006:12:20:00.000,20.8,19.6,7.1,33,1.2,1.2,29.811388889,-93.87583333,0.167000,0,,0,9605
1,700,92,28MAR2006:09:22:00.000,17.9,11.4,9.0,12,2.1,2.1,29.871944444,-93.81083333,0.167000,0,,0,9605
1,700,131,28MAR2006:10:28:00.000,17.8,16.4,6.7,13,1.8,1.8,29.827777778,-93.85777778,0.167000,2,144,11.976047904,9605
1,700,44,04APR2006:14:20:00.000,23.7,9.3,6.5,27,1.8,1.8,29.955833333,-93.79222222,0.167000,1,161,5.9880239521,9605
1,700,50,04APR2006:12:20:00.000,23.4,10.0,6.6,33,1.8,1.8,29.941388889,-93.82027778,0.167000,1,24,5.9880239521,9605
1,700,45,04APR2006:15:01:00.000,23.8,9.8,6.3,20,1.8,1.8,29.954166667,-93.77611111,0.167000,0,,0,9605
1,700,51,04APR2006:13:16:00.000,23.7,10.2,6.3,29,2.1,2.1,29.938611111,-93.8075,0.167000,0,,0,9605
1,700,70,04APR2006:15:54:00.000,24.2,10.4,6.7,22,2.1,2.1,29.908888889,-93.81277778,0.167000,0,,0,9605
1,700,81,18APR2006:10:38:00.000,24.9,9.6,6.8,22,2.1,2.1,29.889722222,-93.81222222,0.167000,0,,0,9605
1,700,100,18APR2006:09:06:00.000,24.5,12.8,7.4,16,1.5,1.5,29.855555556,-93.90694444,0.167000,0,,0,9605
1,700,107,18APR2006:12:06:00.000,24.8,9.7,6.9,13,1.8,1.8,29.858055556,-93.79527778,0.167000,1,171,5.9880239521,9605
1,700,113,18APR2006:09:42:00.000,24.6,15.6,6.8,25,1.5,1.5,29.846111111,-93.92166667,0.167000,2,95.5,11.976047904,9605
1,700,118,18APR2006:12:48:00.000,25.2,9.7,7.8,20,2.1,2.1,29.839722222,-93.84333333,0.167000,0,,0,9605
1,700,42,02MAY2006:16:32:00.000,27.3,11.7,8.1,18,1.8,1.8,29.959166667,-93.82638889,0.167000,4,145.25,23.952095808,9605
1,700,49,02MAY2006:17:30:00.000,26.9,12.4,7.5,18,1.8,1.8,29.943333333,-93.84194444,0.167000,6,164.5,35.928143713,9605
1,700,52,02MAY2006:15:29:00.000,26.8,11.9,8.6,14,1.8,1.8,29.941111111,-93.79305556,0.167000,5,98.2,29.94011976,9605
1,700,54,02MAY2006:13:39:00.000,25.7,11.1,7.8,12,1.8,1.8,29.942222222,-93.765,0.167000,3,150,17.964071856,9605
1,701,177,22MAY2006:10:26:00.000,26.3,17.0,5.1,9,1.0,1.0,29.7525,-93.97916667,0.167000,2,145,11.976047904,9605
1,701,179,22MAY2006:11:00:00.000,26.5,19.0,4.9,7,1.0,1.0,29.758888889,-93.94305556,0.167000,2,167.5,11.976047904,9605
1,700,71,02MAY2006:12:51:00.000,25.4,11.6,7.1,15,2.4,2.4,29.907222222,-93.79222222,0.167000,0,,0,9605
1,700,70,17MAY2006:09:14:00.000,22.6,5.4,7.4,18,2.1,2.1,29.905555556,-93.81027778,0.167000,5,138.2,29.94011976,9605
1,700,81,17MAY2006:09:48:00.000,22.6,5.1,7.2,9,2.1,2.1,29.891666667,-93.80416667,0.167000,3,159,17.964071856,9605
1,700,103,17MAY2006:11:28:00.000,23.3,7.9,7.9,6,1.8,1.8,29.8575,-93.855,0.167000,0,,0,9605
1,700,43,07JUN2006:09:56:00.000,28.5,7.2,6.0,10,1.8,1.8,29.955277778,-93.81,0.167000,3,118,17.964071856,9605
1,700,44,07JUN2006:10:33:00.000,28.2,6.9,5.6,9,1.8,1.8,29.956111111,-93.79527778,0.167000,1,72,5.9880239521,9605
1,700,46,07JUN2006:11:12:00.000,28.9,7.1,6.2,13,1.5,1.5,29.954444444,-93.76305556,0.167000,1,150,5.9880239521,9605
1,700,61,07JUN2006:12:15:00.000,29.2,7.7,6.4,17,2.1,2.1,29.923888889,-93.79194444,0.167000,0,,0,9605
1,700,80,07JUN2006:12:53:00.000,29.2,8.1,6.4,30,2.1,2.1,29.890833333,-93.825,0.167000,0,,0,9605
1,700,100,21JUN2006:09:51:00.000,27.1,10.0,7.9,9,1.8,1.8,29.856944444,-93.91166667,0.167000,1,173,5.9880239521,9605
1,700,102,21JUN2006:13:13:00.000,27.4,10.4,7.3,12,1.8,1.8,29.857777778,-93.87583333,0.167000,1,148,5.9880239521,9605
1,700,129,21JUN2006:10:40:00.000,27.1,10.3,7.4,16,1.8,1.8,29.826388889,-93.89555556,0.167000,0,,0,9605
1,700,116,21JUN2006:12:33:00.000,27.4,10.5,7.1,12,1.8,1.8,29.839722222,-93.87583333,0.167000,1,151,5.9880239521,9605
1,700,130,21JUN2006:11:21:00.000,27.1,10.1,7.0,14,1.8,1.8,29.824166667,-93.87583333,0.167000,2,142.5,11.976047904,9605
1,700,66,07JUL2006:11:29:00.000,29.0,6.9,6.6,15,1.8,1.8,29.903888889,-93.87,0.167000,0,,0,9605
1,700,91,07JUL2006:12:26:00.000,28.2,7.7,7.0,16,2.4,2.4,29.8725,-93.82361111,0.167000,0,,0,9605
1,700,100,07JUL2006:09:24:00.000,27.6,7.7,6.7,23,1.8,1.8,29.855,-93.90916667,0.167000,2,141.5,11.976047904,9605
1,700,115,07JUL2006:10:08:00.000,27.6,7.7,6.6,39,1.8,1.8,29.841388889,-93.89222222,0.167000,3,159.66666667,17.964071856,9605
1,700,119,07JUL2006:13:19:00.000,28.3,7.0,7.6,9,2.1,2.1,29.841666667,-93.825,0.167000,0,,0,9605
1,700,127,19JUL2006:09:38:00.000,31.4,10.0,5.8,16,1.5,1.5,29.827777778,-93.92388889,0.167000,1,142,5.9880239521,9605
1,700,144,19JUL2006:11:46:00.000,31.1,5.0,4.5,12,1.8,1.8,29.809166667,-93.89583333,0.167000,2,136,11.976047904,9605
1,700,145,19JUL2006:10:46:00.000,31.1,7.0,4.6,24,1.5,1.5,29.811666667,-93.87833333,0.167000,1,112,5.9880239521,9605
1,700,102,20JUL2006:10:47:00.000,30.7,6.0,5.6,18,1.8,1.8,29.858055556,-93.87722222,0.167000,3,148.66666667,17.964071856,9605
1,701,179,20JUL2006:10:43:00.000,29.9,9.0,5.5,30,1.2,1.2,29.758055556,-93.94472222,0.167000,1,151,5.9880239521,9605
1,700,42,01AUG2006:13:50:00.000,30.6,3.0,6.8,20,1.8,1.8,29.957777778,-93.82166667,0.167000,1,137,5.9880239521,9605
1,700,54,01AUG2006:12:20:00.000,30.4,1.0,5.6,29,1.8,1.8,29.946111111,-93.76333333,0.167000,1,147,5.9880239521,9605
1,700,99,24AUG2006:14:49:00.000,30.7,4.0,5.9,10,1.5,1.5,29.857777778,-93.92361111,0.167000,0,,0,9605
1,700,41,01AUG2006:14:16:00.000,30.4,3.0,4.5,22,1.2,1.2,29.954444444,-93.83861111,0.167000,1,133,5.9880239521,9605
1,700,50,01AUG2006:13:21:00.000,30.5,4.0,6.2,17,2.1,2.1,29.943333333,-93.82361111,0.167000,3,139,17.964071856,9605
1,700,93,01AUG2006:11:20:00.000,30.2,4.0,7.1,21,2.4,2.4,29.8725,-93.79138889,0.167000,1,146,5.9880239521,9605
1,700,100,24AUG2006:14:08:00.000,30.0,4.0,6.2,15,1.8,1.8,29.858888889,-93.90805556,0.167000,0,,0,9605
1,700,102,24AUG2006:13:28:00.000,30.5,5.0,5.5,14,1.8,1.8,29.858888889,-93.87361111,0.167000,0,,0,9605
1,700,104,24AUG2006:12:50:00.000,30.1,5.0,4.3,19,2.1,2.1,29.856388889,-93.84222222,0.167000,0,,0,9605
1,700,133,24AUG2006:12:11:00.000,30.2,6.0,5.2,21,1.5,1.5,29.831111111,-93.82388889,0.167000,1,138,5.9880239521,9605
1,700,54,05SEP2006:12:31:00.000,28.0,9.5,4.0,14,1.8,1.8,29.943333333,-93.76305556,0.167000,0,,0,9605
1,700,71,05SEP2006:11:51:00.000,28.0,8.3,7.0,8,2.1,2.1,29.911944444,-93.79166667,0.167000,0,,0,9605
1,700,80,05SEP2006:11:08:00.000,28.0,8.2,7.4,13,2.4,2.4,29.8925,-93.82416667,0.167000,0,,0,9605
1,700,103,05SEP2006:10:15:00.000,28.0,7.9,7.2,22,1.8,1.8,29.855555556,-93.85972222,0.167000,0,,0,9605
1,700,120,05SEP2006:13:33:00.000,28.0,7.7,7.2,11,1.5,1.5,29.845,-93.80805556,0.167000,1,116,5.9880239521,9605
1,700,86,19SEP2006:09:05:00.000,27.2,13.0,4.8,14,1.5,1.5,29.873611111,-93.90777778,0.167000,0,,0,9605
1,700,115,19SEP2006:09:53:00.000,26.9,13.0,6.0,32,1.8,1.8,29.841666667,-93.89194444,0.167000,0,,0,9605
1,700,130,19SEP2006:10:35:00.000,27.0,13.0,5.9,33,1.8,1.8,29.825555556,-93.87694444,0.167000,0,,0,9605
1,715,189,27SEP2006:15:34:00.000,26.8,8.0,7.3,32,0.9,0.9,29.746944444,-94.01388889,0.167000,2,158,11.976047904,9605
1,701,190,27SEP2006:14:41:00.000,26.9,10.0,6.6,30,0.9,0.9,29.745555556,-93.99555556,0.167000,2,150,11.976047904,9605
1,700,103,05OCT2006:12:07:00.000,27.7,13.5,6.1,6,2.1,2.1,29.859166667,-93.85611111,0.167000,0,,0,9605
1,700,72,05OCT2006:11:12:00.000,27.6,13.3,7.1,12,2.1,2.1,29.908333333,-93.77416667,0.167000,1,97,5.9880239521,9605
1,700,132,05OCT2006:12:49:00.000,26.8,13.1,7.1,6,1.8,1.8,29.828333333,-93.84055556,0.167000,0,,0,9605
1,700,113,17OCT2006:12:21:00.000,24.3,23.8,6.9,6,2.1,2.1,29.843055556,-93.92166667,0.167000,0,,0,9605
1,700,131,17OCT2006:15:24:00.000,24.3,24.7,7.0,7,2.4,2.4,29.825833333,-93.86055556,0.167000,0,,0,9605
1,700,41,05OCT2006:10:05:00.000,27.8,14.1,5.5,7,1.2,1.2,29.954722222,-93.83722222,0.167000,1,172,5.9880239521,9605
1,700,100,17OCT2006:11:44:00.000,23.9,23.2,6.9,11,2.1,2.1,29.858888889,-93.91055556,0.167000,0,,0,9605
1,700,128,17OCT2006:12:54:00.000,24.2,24.3,8.2,11,2.1,2.1,29.828333333,-93.91111111,0.167000,1,171,5.9880239521,9605
1,701,190,30OCT2006:09:39:00.000,20.7,8.0,4.9,9,1.2,1.2,29.745277778,-93.99388889,0.167000,4,158.75,23.952095808,9605
1,700,50,05OCT2006:10:33:00.000,28.2,14.5,7.3,8,1.8,1.8,29.938888889,-93.82611111,0.167000,0,,0,9605
1,700,145,20NOV2006:12:40:00.000,13.7,2.9,11.9,76,1.2,1.2,29.813333333,-93.87777778,0.167000,1,24,5.9880239521,9605
1,700,169,20NOV2006:13:44:00.000,15.1,9.3,11.6,85,9.7,9.7,29.768888889,-93.89555556,0.167000,2,66.5,11.976047904,9605
1,700,114,20NOV2006:11:09:00.000,14.7,3.5,11.5,61,1.2,1.2,29.843611111,-93.91111111,0.167000,0,,0,9605
1,700,106,07NOV2006:13:52:00.000,18.8,1.0,10.1,18,1.8,1.8,29.86,-93.80555556,0.167000,0,,0,9605
1,700,121,07NOV2006:13:21:00.000,18.8,1.1,10.0,23,1.5,1.5,29.8475,-93.79833333,0.167000,5,157.2,29.94011976,9605
1,700,57,08NOV2006:09:16:00.000,18.7,2.2,7.6,15,1.8,1.8,29.923611111,-93.85555556,0.167000,0,,0,9605
1,700,61,08NOV2006:09:56:00.000,19.0,1.6,8.2,16,2.4,2.4,29.925555556,-93.79472222,0.167000,1,151,5.9880239521,9605
1,700,72,08NOV2006:10:31:00.000,19.1,1.9,9.9,14,2.1,2.1,29.911388889,-93.77555556,0.167000,2,163.5,11.976047904,9605
1,700,100,20NOV2006:10:34:00.000,13.6,3.5,11.8,57,1.2,1.2,29.859444444,-93.90861111,0.167000,0,,0,9605
1,700,102,20NOV2006:11:54:00.000,15.1,5.5,11.2,47,1.5,1.5,29.858333333,-93.87583333,0.167000,0,,0,9605
1,700,41,04DEC2006:10:53:00.000,10.8,10.3,12.0,26,0.8,0.8,29.955,-93.8375,0.167000,4,117.75,23.952095808,9605
1,700,35,04DEC2006:12:46:00.000,12.1,5.3,12.1,39,0.8,0.8,29.968611111,-93.79638889,0.167000,1,97,5.9880239521,9605
1,700,72,18DEC2006:11:16:00.000,15.6,12.9,9.2,5,1.8,1.8,29.909444444,-93.77777778,0.167000,1,138,5.9880239521,9605
1,700,88,18DEC2006:10:31:00.000,16.5,11.5,10.7,5,1.5,1.5,29.871666667,-93.87194444,0.167000,0,,0,9605
1,700,100,18DEC2006:09:47:00.000,17.1,11.2,9.3,6,1.2,1.2,29.858055556,-93.91305556,0.167000,1,153,5.9880239521,9605
1,700,107,18DEC2006:11:57:00.000,15.8,12.6,8.2,6,1.5,1.5,29.858888889,-93.79166667,0.167000,2,143.5,11.976047904,9605
1,701,177,19DEC2006:10:58:00.000,19.2,23.0,7.9,10,0.9,0.9,29.752777778,-93.9775,0.167000,3,166.33333333,17.964071856,9605
1,700,43,04DEC2006:12:13:00.000,12.2,9.0,12.5,21,1.2,1.2,29.959722222,-93.80694444,0.167000,0,,0,9605
1,700,50,04DEC2006:11:32:00.000,11.4,10.7,12.7,8,1.2,1.2,29.940277778,-93.82472222,0.167000,0,,0,9605
1,700,62,04DEC2006:13:42:00.000,10.8,8.3,12.9,53,1.2,1.2,29.926111111,-93.7725,0.167000,1,167,5.9880239521,9605
1,700,46,03JAN2007:13:44:00.000,12.7,8.7,9.9,6,1.5,1.5,29.955277778,-93.76361111,0.167000,0,,0,9605
1,700,68,03JAN2007:11:17:00.000,12.7,5.0,10.3,15,2.1,2.1,29.910277778,-93.83666667,0.167000,0,,0,9605
1,700,70,03JAN2007:12:47:00.000,12.1,5.8,10.7,11,2.1,2.1,29.907222222,-93.80333333,0.167000,0,,0,9605
1,700,79,03JAN2007:11:47:00.000,12.6,6.2,11.1,14,2.1,2.1,29.893055556,-93.84305556,0.167000,1,164,5.9880239521,9605
1,700,81,03JAN2007:12:16:00.000,12.2,6.3,10.1,11,2.1,2.1,29.889166667,-93.80888889,0.167000,0,,0,9605
1,700,77,25JAN2007:09:07:00.000,8.6,1.0,8.4,42,1.8,1.8,29.891388889,-93.87305556,0.167000,0,,0,9605
1,700,92,25JAN2007:09:50:00.000,9.4,1.0,10.6,23,2.4,2.4,29.876944444,-93.80972222,0.167000,0,,0,9605
1,700,131,25JAN2007:11:10:00.000,9.1,3.3,9.4,27,1.8,1.8,29.824722222,-93.86,0.167000,0,,0,9605
1,700,133,25JAN2007:10:34:00.000,8.7,2.9,9.3,28,1.5,1.5,29.828888889,-93.82305556,0.167000,0,,0,9605
1,700,143,25JAN2007:12:33:00.000,9.3,3.1,9.4,19,2.1,2.1,29.8075,-93.90888889,0.167000,0,,0,9605
1,700,144,20FEB2007:11:15:00.000,12.5,1.0,10.3,51,1.8,1.8,29.806666667,-93.89527778,0.167000,1,28,5.9880239521,9605
1,700,53,07FEB2007:10:26:00.000,10.8,0.0,9.8,15,2.1,2.1,29.941944444,-93.77666667,0.167000,0,,0,9605
1,700,61,07FEB2007:10:56:00.000,11.2,0.0,8.8,15,2.1,2.1,29.9275,-93.79111111,0.167000,1,121,5.9880239521,9605
1,700,103,07FEB2007:09:24:00.000,10.9,0.0,9.9,28,2.1,2.1,29.859444444,-93.85722222,0.167000,0,,0,9605
1,701,176,20FEB2007:13:16:00.000,14.5,2.0,9.9,55,0.8,0.8,29.753611111,-93.98555556,0.167000,7,138.42857143,41.916167665,9605
1,700,70,07FEB2007:11:19:00.000,11.1,1.0,9.8,22,2.4,2.4,29.909166667,-93.81166667,0.167000,0,,0,9605
1,700,71,07FEB2007:11:47:00.000,11.1,0.0,9.2,21,2.1,2.1,29.907777778,-93.79138889,0.167000,2,148.5,11.976047904,9605
1,700,87,20FEB2007:15:07:00.000,12.6,0.0,10.1,68,1.5,1.5,29.874166667,-93.88916667,0.167000,0,,0,9605
1,700,117,20FEB2007:09:31:00.000,11.9,0.0,10.3,48,2.1,2.1,29.838055556,-93.85972222,0.167000,0,,0,9605
1,700,121,20FEB2007:10:16:00.000,12.5,1.0,10.4,31,1.5,1.5,29.847222222,-93.79527778,0.167000,0,,0,9605
1,700,116,06MAR2007:14:42:00.000,15.1,1.1,8.5,38,1.5,1.5,29.841944444,-93.88027778,0.167000,0,,0,9605
1,700,134,06MAR2007:13:59:00.000,16.9,0.7,9.3,48,0.9,0.9,29.831666667,-93.80805556,0.167000,0,,0,9605
1,700,129,19MAR2007:10:11:00.000,19.2,3.1,8.5,24,1.8,1.8,29.823611111,-93.89111111,0.167000,0,,0,9605
1,700,130,19MAR2007:10:43:00.000,19.3,2.2,8.2,25,1.8,1.8,29.824722222,-93.87638889,0.167000,0,,0,9605
1,700,142,19MAR2007:12:29:00.000,19.4,3.8,8.6,34,1.8,1.8,29.809722222,-93.92444444,0.167000,0,,0,9605
1,701,178,20MAR2007:11:31:00.000,20.5,7.3,8.2,20,1.0,1.0,29.757222222,-93.95194444,0.167000,0,,0,9605
1,700,67,06MAR2007:11:17:00.000,14.6,2.2,8.7,30,1.5,1.5,29.91,-93.85555556,0.167000,0,,0,9605
1,700,72,06MAR2007:12:14:00.000,14.7,1.3,8.7,25,1.8,1.8,29.906666667,-93.77583333,0.167000,1,124,5.9880239521,9605
1,701,179,20MAR2007:12:05:00.000,20.9,7.9,7.9,21,1.0,1.0,29.760833333,-93.94111111,0.167000,0,,0,9605
1,700,68,06MAR2007:11:41:00.000,14.2,2.2,8.6,26,2.1,2.1,29.906666667,-93.83972222,0.167000,0,,0,9605
1,700,36,11APR2007:12:27:00.000,18.3,2.8,6.9,23,1.8,1.8,29.970833333,-93.77611111,0.167000,0,,0,9605
1,700,62,11APR2007:11:31:00.000,18.1,3.5,7.4,17,1.8,1.8,29.922222222,-93.77555556,0.167000,0,,0,9605
1,700,79,11APR2007:10:21:00.000,19.4,3.9,7.2,18,2.4,2.4,29.891388889,-93.84277778,0.167000,0,,0,9605
1,700,80,11APR2007:10:55:00.000,18.8,3.4,7.9,19,2.4,2.4,29.891944444,-93.82555556,0.167000,0,,0,9605
1,700,87,11APR2007:09:46:00.000,19.8,3.1,7.8,17,1.8,1.8,29.873888889,-93.89194444,0.167000,0,,0,9605
1,700,106,16APR2007:16:36:00.000,18.6,2.9,9.7,34,2.1,2.1,29.855,-93.80527778,0.167000,0,,0,9605
1,700,133,16APR2007:15:38:00.000,18.3,2.4,9.9,53,1.5,1.5,29.829722222,-93.82388889,0.167000,1,168,5.9880239521,9605
1,700,145,16APR2007:14:59:00.000,18.2,5.0,8.8,39,1.5,1.5,29.813888889,-93.87305556,0.167000,0,,0,9605
1,700,169,16APR2007:09:19:00.000,18.3,18.6,7.8,31,5.5,10.4,29.771944444,-93.89722222,0.167000,5,89.8,29.94011976,9605
1,700,115,27APR2007:09:06:00.000,22.0,8.5,5.2,33,1.8,1.8,29.846388889,-93.89611111,0.167000,1,174,5.9880239521,9605
1,700,36,02MAY2007:10:41:00.000,24.4,2.7,6.3,35,1.8,1.8,29.970277778,-93.77416667,0.167000,0,,0,9605
1,700,71,02MAY2007:12:02:00.000,24.8,5.8,6.9,13,2.4,2.4,29.908055556,-93.79277778,0.167000,0,,0,9605
1,700,45,02MAY2007:11:20:00.000,24.5,4.0,6.5,34,2.1,2.1,29.956666667,-93.77416667,0.167000,0,,0,9605
1,700,106,02MAY2007:12:47:00.000,24.8,5.2,6.6,8,2.4,2.4,29.8575,-93.80611111,0.167000,0,,0,9605
1,700,120,02MAY2007:13:26:00.000,24.5,5.5,6.6,15,1.8,1.8,29.838888889,-93.8075,0.167000,0,,0,9605
1,700,88,21MAY2007:09:13:00.000,24.6,6.6,7.6,7,1.8,1.8,29.877777778,-93.87416667,0.167000,0,,0,9605
1,700,90,21MAY2007:09:57:00.000,24.0,5.6,6.8,7,2.1,2.1,29.874444444,-93.84222222,0.167000,0,,0,9605
1,700,91,21MAY2007:10:28:00.000,24.3,7.2,6.0,6,2.4,2.4,29.875833333,-93.82527778,0.167000,0,,0,9605
1,700,132,21MAY2007:11:15:00.000,24.7,6.5,7.0,14,1.8,1.8,29.827222222,-93.84027778,0.167000,0,,0,9605
1,701,177,30MAY2007:10:56:00.000,25.7,18.7,5.2,15,1.1,1.1,29.751388889,-93.97916667,0.167000,8,170,47.904191617,9605
1,700,33,13JUN2007:13:18:00.000,27.5,6.8,5.5,10,1.5,1.5,29.969166667,-93.82416667,0.167000,2,135,11.976047904,9605
1,700,49,13JUN2007:11:48:00.000,30.9,8.0,6.4,8,1.5,1.5,29.9425,-93.84333333,0.167000,0,,0,9605
1,700,59,13JUN2007:10:37:00.000,29.9,5.1,5.6,6,2.4,2.4,29.923888889,-93.82916667,0.167000,0,,0,9605
1,700,88,13JUN2007:09:05:00.000,29.6,7.6,6.6,7,1.8,1.8,29.875,-93.87305556,0.167000,0,,0,9605
1,700,107,13JUN2007:14:32:00.000,30.2,6.0,6.6,8,2.1,2.1,29.859166667,-93.79111111,0.167000,0,,0,9605
1,700,102,26JUN2007:12:57:00.000,28.2,6.6,7.2,18,2.1,2.1,29.859722222,-93.87416667,0.167000,0,,0,9605
1,700,128,26JUN2007:11:48:00.000,29.1,12.4,6.5,15,1.8,1.8,29.824444444,-93.91166667,0.167000,1,106,5.9880239521,9605
1,700,132,26JUN2007:13:58:00.000,28.6,5.7,6.9,23,1.8,1.8,29.821666667,-93.84861111,0.167000,0,,0,9605
1,700,133,26JUN2007:14:39:00.000,29.1,5.8,6.9,16,1.5,1.5,29.83,-93.82361111,0.167000,0,,0,9605
1,701,177,26JUN2007:09:10:00.000,27.5,13.5,6.0,26,1.1,1.1,29.752777778,-93.97527778,0.167000,6,160.16666667,35.928143713,9605
1,700,33,10JUL2007:09:12:00.000,28.1,1.3,6.2,35,1.5,1.5,29.971944444,-93.82055556,0.167000,0,,0,9605
1,700,92,10JUL2007:11:23:00.000,29.0,3.5,6.1,16,2.4,2.4,29.873333333,-93.81055556,0.167000,0,,0,9605
1,700,104,10JUL2007:10:29:00.000,28.7,4.0,7.0,14,2.4,2.4,29.857222222,-93.84166667,0.167000,0,,0,9605
1,700,121,10JUL2007:12:16:00.000,29.3,3.1,6.1,14,1.8,1.8,29.846666667,-93.79694444,0.167000,0,,0,9605
1,700,131,10JUL2007:13:21:00.000,29.1,4.4,7.1,9,1.8,1.8,29.821944444,-93.85916667,0.167000,0,,0,9605
1,700,142,17JUL2007:08:28:00.000,28.0,3.0,6.2,43,1.8,1.8,29.810555556,-93.92611111,0.167000,0,,0,9605
1,700,143,17JUL2007:09:28:00.000,28.7,5.9,5.2,45,2.1,2.1,29.813055556,-93.91027778,0.167000,0,,0,9605
1,700,145,17JUL2007:11:23:00.000,28.5,1.5,6.0,34,1.8,1.8,29.814166667,-93.875,0.167000,1,27,5.9880239521,9605
1,700,100,18JUL2007:09:34:00.000,28.3,2.2,6.3,16,1.8,1.8,29.856944444,-93.90861111,0.167000,0,,0,9605
1,701,179,18JUL2007:12:03:00.000,30.1,10.4,7.9,13,1.0,1.0,29.759722222,-93.94194444,0.167000,1,167,5.9880239521,9605
1,700,58,05SEP2007:10:15:00.000,29.0,3.4,6.1,9,2.1,2.1,29.924444444,-93.83972222,0.167000,0,,0,9605
1,700,82,05SEP2007:12:10:00.000,28.5,3.1,5.8,12,2.1,2.1,29.893333333,-93.79,0.167000,0,,0,9605
