major_area_code,minor_bay_code,station_code,completion_dttm,start_temperature_num,start_salinity_num,start_dissolved_oxygen_num,start_turbidity_num,start_shallow_water_depth_num,start_deep_water_depth_num,y,x,elapsed_time,catch,mean_length,catch_per_hour,species_code,dt,year,trawl_id,mature_females,ovigerous,matfem_per_ha
"1","700","128",29AUG2007:12:42:00.000,"29.3","3.5","5","23","1.5","1.5","29.826388889","-93.91111111","0.167","0",NA,"0","9605",2007-08-29T12:42:00Z,"2007",1-128-2007-08-29,"0","0","0"
"1","700","118",16NOV2007:10:13:00.000,"17.7","13.3","7.1","23","2.1","2.1","29.844166667","-93.83888889","0.167","0",NA,"0","9605",2007-11-16T10:13:00Z,"2007",1-118-2007-11-16,"0","0","0"
"1","700","128",16NOV2007:08:46:00.000,"17.9","14.3","6.9","20","1.5","1.5","29.828333333","-93.90916667","0.167","0",NA,"0","9605",2007-11-16T08:46:00Z,"2007",1-128-2007-11-16,"0","0","0"
"1","700","102",18DEC2007:08:23:00.000,"12.3","11.4","9.1","19","1.8","1.8","29.857777778","-93.875","0.167","0",NA,"0","9605",2007-12-18T08:23:00Z,"2007",1-102-2007-12-18,"0","0","0"
"1","700","118",18DEC2007:09:05:00.000,"12.4","10.9","9","11","1.8","1.8","29.843055556","-93.84083333","0.167","0",NA,"0","9605",2007-12-18T09:05:00Z,"2007",1-118-2007-12-18,"0","0","0"
"1","700","107",07JAN2008:12:58:00.000,"14.7","13","11.1","5","1.5","1.5","29.856111111","-93.79416667","0.167","0",NA,"0","9605",2008-01-07T12:58:00Z,"2008",1-107-2008-01-07,"0","0","0"
"1","700","102",17JAN2008:13:42:00.000,"13.1","12.2","8.4","8","1.8","1.8","29.860833333","-93.87805556","0.167","0",NA,"0","9605",2008-01-17T13:42:00Z,"2008",1-102-2008-01-17,"0","0","0"
"1","700","129",17JAN2008:13:03:00.000,"13.3","14.8","8.5","8","1.8","1.8","29.826111111","-93.89027778","0.167","0",NA,"0","9605",2008-01-17T13:03:00Z,"2008",1-129-2008-01-17,"0","0","0"
"1","700","143",17JAN2008:12:28:00.000,"12.9","12.2","8.2","9","1.8","1.8","29.806944444","-93.9075","0.167","0",NA,"0","9605",2008-01-17T12:28:00Z,"2008",1-143-2008-01-17,"0","0","0"
"1","700","118",18OCT2007:08:53:00.000,"25.6","17","5.8","14","2.4","2.4","29.845","-93.84916667","0.167","0",NA,"0","9605",2007-10-18T08:53:00Z,"2007",1-118-2007-10-18,"0","0","0"
"1","700","129",18OCT2007:10:08:00.000,"25.7","23.6","5.8","10","2.1","2.1","29.823055556","-93.89472222","0.167","0",NA,"0","9605",2007-10-18T10:08:00Z,"2007",1-129-2007-10-18,"0","0","0"
"1","700","144",18OCT2007:11:32:00.000,"26","23.2","5.4","8","2.1","2.1","29.811111111","-93.88833333","0.167","0",NA,"0","9605",2007-10-18T11:32:00Z,"2007",1-144-2007-10-18,"0","0","0"
"1","700","106",06FEB2008:12:59:00.000,"16","4.1","8.6","63","1.8","1.8","29.861388889","-93.80777778","0.167","1",NA,"5.9880239521","9605",2008-02-06T12:59:00Z,"2008",1-106-2008-02-06,"0","0","0"
"1","700","101",19FEB2008:09:29:00.000,"15.3","5.7","9","24","1.5","1.5","29.858055556","-93.88916667","0.167","0",NA,"0","9605",2008-02-19T09:29:00Z,"2008",1-101-2008-02-19,"0","0","0"
"1","700","118",19FEB2008:10:28:00.000,"15.5","5.2","9.1","27","1.8","1.8","29.843611111","-93.84583333","0.167","1","90","5.9880239521","9605",2008-02-19T10:28:00Z,"2008",1-118-2008-02-19,"0","0","0"
"1","700","127",16APR2008:09:44:00.000,"17.8","1","9.2","31","1.5","1.5","29.823611111","-93.92527778","0.167","0",NA,"0","9605",2008-04-16T09:44:00Z,"2008",1-127-2008-04-16,"0","0","0"
"1","700","106",20MAY2008:08:51:00.000,"25","2.5","7.3","20","2.1","2.1","29.852777778","-93.80888889","0.167","2","172.5","11.976047904","9605",2008-05-20T08:51:00Z,"2008",1-106-2008-05-20,"2","0","4.09018029514741"
"1","700","117",20MAY2008:07:58:00.000,"24.7","3.5","7.2","16","1.8","1.8","29.841388889","-93.85916667","0.167","0",NA,"0","9605",2008-05-20T07:58:00Z,"2008",1-117-2008-05-20,"0","0","0"
"1","700","133",20MAY2008:09:40:00.000,"25.2","2.8","7.3","13","1.5","1.5","29.830555556","-93.82305556","0.167","0",NA,"0","9605",2008-05-20T09:40:00Z,"2008",1-133-2008-05-20,"0","0","0"
"1","700","101",03JUN2008:08:35:00.000,"29","3.7","6.4","37","2.1","2.1","29.856111111","-93.89","0.167","1","52","5.9880239521","9605",2008-06-03T08:35:00Z,"2008",1-101-2008-06-03,"0","0","0"
"1","700","116",19JUN2008:07:30:00.000,"29.6","5.6","6.1","11","1.8","1.8","29.840555556","-93.875","0.167","0",NA,"0","9605",2008-06-19T07:30:00Z,"2008",1-116-2008-06-19,"0","0","0"
"1","700","129",19JUN2008:08:33:00.000,"29.8","5.9","5.6","22","1.8","1.8","29.8275","-93.88666667","0.167","0",NA,"0","9605",2008-06-19T08:33:00Z,"2008",1-129-2008-06-19,"0","0","0"
"1","700","143",19JUN2008:10:04:00.000,"30","11.8","4.2","17","2.1","2.1","29.811388889","-93.90777778","0.167","0",NA,"0","9605",2008-06-19T10:04:00Z,"2008",1-143-2008-06-19,"0","0","0"
"1","700","106",16JUL2008:14:08:00.000,"29.9","6.7","6.5","6","2.1","2.1","29.859444444","-93.81194444","0.167","0",NA,"0","9605",2008-07-16T14:08:00Z,"2008",1-106-2008-07-16,"0","0","0"
"1","700","115",16JUL2008:11:24:00.000,"29.9","7","6.4","10","1.8","1.8","29.841944444","-93.89194444","0.167","0",NA,"0","9605",2008-07-16T11:24:00Z,"2008",1-115-2008-07-16,"0","0","0"
"1","700","145",16JUL2008:12:32:00.000,"30.4","14","5.5","9","1.8","1.8","29.816111111","-93.87972222","0.167","0",NA,"0","9605",2008-07-16T12:32:00Z,"2008",1-145-2008-07-16,"0","0","0"
"1","700","118",16JUL2008:13:21:00.000,"29.9","6.8","6.5","11","2.1","2.1","29.840555556","-93.84027778","0.167","0",NA,"0","9605",2008-07-16T13:21:00Z,"2008",1-118-2008-07-16,"0","0","0"
"1","700","107",06AUG2008:12:07:00.000,"27.3","9","7.2","15","2.1","2.1","29.856944444","-93.79277778","0.167","1","179","5.9880239521","9605",2008-08-06T12:07:00Z,"2008",1-107-2008-08-06,"0","0","0"
"1","700","102",09SEP2008:14:57:00.000,"28.6","11.2","6.7","8","2.1","2.1","29.855555556","-93.87638889","0.167","0",NA,"0","9605",2008-09-09T14:57:00Z,"2008",1-102-2008-09-09,"0","0","0"
"1","700","144",09SEP2008:11:37:00.000,"28.7","21.8","6.2","8","1.8","1.8","29.806666667","-93.89416667","0.167","0",NA,"0","9605",2008-09-09T11:37:00Z,"2008",1-144-2008-09-09,"0","0","0"
"1","700","119",09SEP2008:12:23:00.000,"28.6","15.1","4.5","6","2.1","2.1","29.843055556","-93.8275","0.167","0",NA,"0","9605",2008-09-09T12:23:00Z,"2008",1-119-2008-09-09,"0","0","0"
"1","700","114",21OCT2008:12:49:00.000,"22.6","11.2","9.9",NA,"1.8","1.8","29.841944444","-93.91027778","0.167","2","39.5","11.976047904","9605",2008-10-21T12:49:00Z,"2008",1-114-2008-10-21,"0","0","0"
"1","700","117",21OCT2008:15:10:00.000,"23.1","11.7","8.2",NA,"2.1","2.1","29.840277778","-93.85638889","0.167","1","31","5.9880239521","9605",2008-10-21T15:10:00Z,"2008",1-117-2008-10-21,"0","0","0"
"1","700","120",11NOV2008:13:06:00.000,"20.3","12.4","8.8","13","2.1","2.1","29.845277778","-93.80666667","0.167","3","23.666666667","17.964071856","9605",2008-11-11T13:06:00Z,"2008",1-120-2008-11-11,"0","0","0"
"1","700","103",12NOV2008:13:55:00.000,"19.6","12.8","7.9","8","2.1","2.1","29.860277778","-93.85861111","0.167","0",NA,"0","9605",2008-11-12T13:55:00Z,"2008",1-103-2008-11-12,"0","0","0"
"1","700","105",12NOV2008:14:52:00.000,"19.9","12.1","7","6","2.4","2.4","29.855","-93.82","0.167","2","27","11.976047904","9605",2008-11-12T14:52:00Z,"2008",1-105-2008-11-12,"0","0","0"
"1","700","101",19NOV2008:09:50:00.000,"14.9","10.9","8.9","21","1.8","1.8","29.856944444","-93.89388889","0.167","0",NA,"0","9605",2008-11-19T09:50:00Z,"2008",1-101-2008-11-19,"0","0","0"
"1","700","130",19NOV2008:11:01:00.000,"14.9","12.6","7.8","14","1.8","1.8","29.826944444","-93.87944444","0.167","0",NA,"0","9605",2008-11-19T11:01:00Z,"2008",1-130-2008-11-19,"0","0","0"
"1","700","104",05DEC2008:12:40:00.000,"11.7","8.8","10.1","84","1.8","1.8","29.854444444","-93.84305556","0.167","3","30.666666667","17.964071856","9605",2008-12-05T12:40:00Z,"2008",1-104-2008-12-05,"0","0","0"
"1","700","106",05DEC2008:14:08:00.000,"11.9","10.1","9.4","110","1.8","1.8","29.856944444","-93.80305556","0.167","3","20","17.964071856","9605",2008-12-05T14:08:00Z,"2008",1-106-2008-12-05,"0","0","0"
"1","700","132",18DEC2008:12:48:00.000,"13.6","10.8","10.5","8","1.8","1.8","29.829444444","-93.83833333","0.167","0",NA,"0","9605",2008-12-18T12:48:00Z,"2008",1-132-2008-12-18,"0","0","0"
"1","700","105",05DEC2008:13:19:00.000,"11.7","9.2","9.2","79","1.8","1.8","29.859444444","-93.82527778","0.167","6","23.333333333","35.928143713","9605",2008-12-05T13:19:00Z,"2008",1-105-2008-12-05,"0","0","0"
"1","700","114",18DEC2008:10:59:00.000,"13.2","10.1","10.9","4","1.5","1.5","29.8425","-93.90805556","0.167","0",NA,"0","9605",2008-12-18T10:59:00Z,"2008",1-114-2008-12-18,"0","0","0"
"1","700","119",18DEC2008:11:56:00.000,"13.2","11.9","11.1","4","1.8","1.8","29.841944444","-93.82527778","0.167","0",NA,"0","9605",2008-12-18T11:56:00Z,"2008",1-119-2008-12-18,"0","0","0"
"1","700","106",27JAN2009:11:46:00.000,"13.4","10.1","9.8","57","1.8","1.8","29.861111111","-93.80861111","0.167","0",NA,"0","9605",2009-01-27T11:46:00Z,"2009",1-106-2009-01-27,"0","0","0"
